pfam_accession	pfam_version	pfam_name	pfam_short_name	pfam_description	theme_id	theme	subcategory_id	subcategory	hmm_name	hmm_file	hmm_length	n_seed_sequences	effn	source
PF15968	PF15968.10	RexB	Membrane-anchored ion channel, Abi component		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	RexB_REV	hmm/per_domain/RexB_REVISION.hmm	139	2	0.496094	TIAMMAt mollusc-revised
PF02714	PF02714.21	RSN1_7TM	Calcium-dependent channel, 7TM region, putative phosphate		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	RSN1_7TM_REV	hmm/per_domain/RSN1_7TM_REVISION.hmm	273	731	10.153088	TIAMMAt mollusc-revised
PF15805	PF15805.11	SCNM1_acidic	Acidic C-terminal region of sodium channel modifier 1 SCNM1		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	SCNM1_acidic_REV	hmm/per_domain/SCNM1_acidic_REVISION.hmm	41	227	3.481064	TIAMMAt mollusc-revised
PF03530	PF03530.20	SK_channel	Calcium-activated SK potassium channel		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	SK_channel_REV	hmm/per_domain/SK_channel_REVISION.hmm	116	662	2.558159	TIAMMAt mollusc-revised
PF03595	PF03595.23	SLAC1	Voltage-dependent anion channel		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	SLAC1_REV	hmm/per_domain/SLAC1_REVISION.hmm	335	424	8.750305	TIAMMAt mollusc-revised
PF22614	PF22614.3	Slo-like_RCK	Calcium-activated potassium channel slowpoke-like RCK domain		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	Slo-like_RCK_REV	hmm/per_domain/Slo-like_RCK_REVISION.hmm	119	2049	4.584269	TIAMMAt mollusc-revised
PF21014	PF21014.3	Slowpoke_C	Ca2+-activated K+ channel Slowpoke, TrkA_C like domain		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	Slowpoke_C_REV	hmm/per_domain/Slowpoke_C_REVISION.hmm	121	459	1.733437	TIAMMAt mollusc-revised
PF16972	PF16972.10	TipE	Na+ channel auxiliary subunit TipE		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	TipE_REV	hmm/per_domain/TipE_REVISION.hmm	481	17	2.328369	TIAMMAt mollusc-revised
PF06736	PF06736.17	TMEM175	Endosomal/lysosomal potassium channel TMEM175		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	TMEM175_REV	hmm/per_domain/TMEM175_REVISION.hmm	89	177	3.378708	TIAMMAt mollusc-revised
PF15158	PF15158.12	TMEM249	Cation channel sperm-associated auxiliary subunit TMEM249		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	TMEM249_REV	hmm/per_domain/TMEM249_REVISION.hmm	163	8	1.152344	TIAMMAt mollusc-revised
PF15108	PF15108.12	TMEM37	Voltage-dependent calcium channel gamma-like subunit protein family		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	TMEM37_REV	hmm/per_domain/TMEM37_REVISION.hmm	177	18	2.034668	TIAMMAt mollusc-revised
PF07740	PF07740.19	Toxin_12	Ion channel inhibitory toxin		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	Toxin_12_REV	hmm/per_domain/Toxin_12_REVISION.hmm	32	198	50.445648	TIAMMAt mollusc-revised
PF05978	PF05978.23	UNC-93	Ion channel regulatory protein UNC-93		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	UNC-93_REV	hmm/per_domain/UNC-93_REVISION.hmm	392	2251	9.750406	TIAMMAt mollusc-revised
PF08473	PF08473.18	VGCC_alpha2	Neuronal voltage-dependent calcium channel alpha 2acd		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	VGCC_alpha2_REV	hmm/per_domain/VGCC_alpha2_REVISION.hmm	431	573	8.231804	TIAMMAt mollusc-revised
PF16799	PF16799.11	VGPC1_C	C-terminal membrane-localisation domain of ion-channel, VCN1		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	VGPC1_C_REV	hmm/per_domain/VGPC1_C_REVISION.hmm	44	14	2.874512	TIAMMAt mollusc-revised
PF23317	PF23317.2	YVC1_C	Calcium channel YVC1-like, C-terminal		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	YVC1_C_REV	hmm/per_domain/YVC1_C_REVISION.hmm	302	2682	17.374826	TIAMMAt mollusc-revised
PF15803	PF15803.11	zf-SCNM1	Zinc-finger of sodium channel modifier 1		02_neural	Neural and synaptic biology	02.2_vgic	Voltage-gated ion channels	zf-SCNM1_REV	hmm/per_domain/zf-SCNM1_REVISION.hmm	27	235	4.758377	TIAMMAt mollusc-revised
PF03491	PF03491.19	5HT_transport_N	Serotonin (5-HT) neurotransmitter transporter, N-terminus		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	5HT_transport_N_REV	hmm/per_domain/5HT_transport_N_REVISION.hmm	41	10	2.114258	TIAMMAt mollusc-revised
PF14408	PF14408.12	Actino_peptide	Ribosomally synthesised peptide in actinomycetes		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	Actino_peptide_REV	hmm/per_domain/Actino_peptide_REVISION.hmm	57	13	4.218018	TIAMMAt mollusc-revised
PF00155	PF00155.28	Aminotran_1_2	Aminotransferase class I and II		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	Aminotran_1_2_REV	hmm/per_domain/Aminotran_1_2_REVISION.hmm	371	5943	17.663345	TIAMMAt mollusc-revised
PF00351	PF00351.27	Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	Biopterin_H_REV	hmm/per_domain/Biopterin_H_REVISION.hmm	330	967	2.187466	TIAMMAt mollusc-revised
PF10113	PF10113.15	Fibrillarin_2	FeGP cofactor biosynthesis protein, fibrillarin family		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	Fibrillarin_2_REV	hmm/per_domain/Fibrillarin_2_REVISION.hmm	503	10	0.639648	TIAMMAt mollusc-revised
PF00300	PF00300.28	His_Phos_1	Histidine phosphatase superfamily (branch 1)		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	His_Phos_1_REV	hmm/per_domain/His_Phos_1_REVISION.hmm	195	3019	10.753598	TIAMMAt mollusc-revised
PF07690	PF07690.22	MFS_1	Major Facilitator Superfamily		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	MFS_1_REV	hmm/per_domain/MFS_1_REVISION.hmm	353	43138	53.463486	TIAMMAt mollusc-revised
PF16768	PF16768.11	NupH_GANP	Nucleoporin homology of Germinal-centre associated nuclear protein		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	NupH_GANP_REV	hmm/per_domain/NupH_GANP_REVISION.hmm	291	13	0.853760	TIAMMAt mollusc-revised
PF01459	PF01459.29	Porin_3	Eukaryotic porin		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	Porin_3_REV	hmm/per_domain/Porin_3_REVISION.hmm	272	1263	12.290623	TIAMMAt mollusc-revised
PF00282	PF00282.26	Pyridoxal_deC	Pyridoxal-dependent decarboxylase conserved domain		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	Pyridoxal_deC_REV	hmm/per_domain/Pyridoxal_deC_REVISION.hmm	366	2511	8.462786	TIAMMAt mollusc-revised
PF03089	PF03089.21	RAG2	Recombination activating protein 2		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	RAG2_REV	hmm/per_domain/RAG2_REVISION.hmm	339	12	0.729492	TIAMMAt mollusc-revised
PF03482	PF03482.19	SIC	sic protein repeat		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	SIC_REV	hmm/per_domain/SIC_REVISION.hmm	30	2	1.652344	TIAMMAt mollusc-revised
PF03481	PF03481.20	Sua5_C	Threonylcarbamoyl-AMP synthase, C-terminal domain		02_neural	Neural and synaptic biology	02.3_neurotransmitter	Neurotransmitter biology	Sua5_C_REV	hmm/per_domain/Sua5_C_REVISION.hmm	135	396	4.335480	TIAMMAt mollusc-revised
PF10174	PF10174.15	Cast	RIM-binding protein of the cytomatrix active zone		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	Cast_REV	hmm/per_domain/Cast_REVISION.hmm	790	545	11.671562	TIAMMAt mollusc-revised
PF00986	PF00986.27	DNA_gyraseB_C	DNA gyrase B subunit, carboxyl terminus		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	DNA_gyraseB_C_REV	hmm/per_domain/DNA_gyraseB_C_REVISION.hmm	62	283	2.724808	TIAMMAt mollusc-revised
PF00996	PF00996.25	GDI	GDP dissociation inhibitor		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	GDI_REV	hmm/per_domain/GDI_REVISION.hmm	435	1264	5.038757	TIAMMAt mollusc-revised
PF00143	PF00143.25	Interferon	Interferon alpha/beta domain		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	Interferon_REV	hmm/per_domain/Interferon_REVISION.hmm	159	96	2.938477	TIAMMAt mollusc-revised
PF06292	PF06292.24	MUN	MUN domain		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	MUN_REV	hmm/per_domain/MUN_REVISION.hmm	478	991	6.513569	TIAMMAt mollusc-revised
PF11326	PF11326.14	PANTS-like	Synaptic plasticity regulator PANTS-like		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	PANTS-like_REV	hmm/per_domain/PANTS-like_REVISION.hmm	81	357	3.630684	TIAMMAt mollusc-revised
PF15229	PF15229.12	POM121	POM121 family		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	POM121_REV	hmm/per_domain/POM121_REVISION.hmm	225	50	3.079224	TIAMMAt mollusc-revised
PF00995	PF00995.29	Sec1	Sec1 family		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	Sec1_REV	hmm/per_domain/Sec1_REVISION.hmm	572	3012	12.388950	TIAMMAt mollusc-revised
PF17047	PF17047.12	SMP_LBD	Synaptotagmin-like mitochondrial-lipid-binding domain		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	SMP_LBD_REV	hmm/per_domain/SMP_LBD_REVISION.hmm	180	458	3.910080	TIAMMAt mollusc-revised
PF05739	PF05739.26	SNARE	SNARE domain		02_neural	Neural and synaptic biology	02.4_synapse	Synaptic transmission	SNARE_REV	hmm/per_domain/SNARE_REVISION.hmm	52	2673	26.860619	TIAMMAt mollusc-revised
PF10211	PF10211.15	Ax_dynein_light	Axonemal dynein light chain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Ax_dynein_light_REV	hmm/per_domain/Ax_dynein_light_REVISION.hmm	185	597	4.659508	TIAMMAt mollusc-revised
PF23602	PF23602.2	CS_DNAAF11_C	Dynein axonemal assembly factor 11-like, CS domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	CS_DNAAF11_C_REV	hmm/per_domain/CS_DNAAF11_C_REVISION.hmm	121	377	1.993263	TIAMMAt mollusc-revised
PF23281	PF23281.2	DAAF9_N	Dynein axonemal assembly factor 9 N-terminal domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	DAAF9_N_REV	hmm/per_domain/DAAF9_N_REVISION.hmm	204	197	1.493973	TIAMMAt mollusc-revised
PF15773	PF15773.11	DAAP1	Dynein axonemal-associated protein 1		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	DAAP1_REV	hmm/per_domain/DAAP1_REVISION.hmm	526	22	2.312256	TIAMMAt mollusc-revised
PF10172	PF10172.15	DDA1	Det1 complexing ubiquitin ligase		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	DDA1_REV	hmm/per_domain/DDA1_REVISION.hmm	63	194	3.288788	TIAMMAt mollusc-revised
PF15498	PF15498.12	Dendrin	Nephrin and CD2AP-binding protein, Dendrin		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Dendrin_REV	hmm/per_domain/Dendrin_REVISION.hmm	656	9	0.927246	TIAMMAt mollusc-revised
PF27785	PF27785.1	DNAI3_N	Dynein axonemal intermediate chain 3 N-terminal domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	DNAI3_N_REV	hmm/per_domain/DNAI3_N_REVISION.hmm	89	341	4.727150	TIAMMAt mollusc-revised
PF25007	PF25007.2	DYH2-5-8_CC	Dynein axonemal heavy chain 2/5/8 coiled-coil		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	DYH2-5-8_CC_REV	hmm/per_domain/DYH2-5-8_CC_REVISION.hmm	114	1035	7.537136	TIAMMAt mollusc-revised
PF00008	PF00008.34	EGF	EGF-like domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	EGF_REV	hmm/per_domain/EGF_REVISION.hmm	31	32296	26.291534	TIAMMAt mollusc-revised
PF00812	PF00812.24	Ephrin	Ephrin		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Ephrin_REV	hmm/per_domain/Ephrin_REVISION.hmm	139	349	2.377754	TIAMMAt mollusc-revised
PF25599	PF25599.3	Ephrin_CRD	Ephrin cysteine rich domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Ephrin_CRD_REV	hmm/per_domain/Ephrin_CRD_REVISION.hmm	58	386	3.112808	TIAMMAt mollusc-revised
PF01404	PF01404.26	Ephrin_lbd	Ephrin receptor ligand binding domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Ephrin_lbd_REV	hmm/per_domain/Ephrin_lbd_REVISION.hmm	178	390	2.335739	TIAMMAt mollusc-revised
PF07699	PF07699.20	Ephrin_rec_like	Tyrosine-protein kinase ephrin type A/B receptor-like		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Ephrin_rec_like_REV	hmm/per_domain/Ephrin_rec_like_REVISION.hmm	48	19539	18.368311	TIAMMAt mollusc-revised
PF19333	PF19333.5	FAXC_N	Failed axon connections homolog N-terminus		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	FAXC_N_REV	hmm/per_domain/FAXC_N_REVISION.hmm	104	8	0.558594	TIAMMAt mollusc-revised
PF00041	PF00041.28	fn3	Fibronectin type III domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	fn3_REV	hmm/per_domain/fn3_REVISION.hmm	91	73205	14.970681	TIAMMAt mollusc-revised
PF00728	PF00728.29	Glyco_hydro_20	Glycosyl hydrolase family 20, catalytic domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Glyco_hydro_20_REV	hmm/per_domain/Glyco_hydro_20_REVISION.hmm	351	2935	6.099095	TIAMMAt mollusc-revised
PF24573	PF24573.2	HEAT_DAAF5	Dynein axonemal assembly factor 5, HEAT-repeat domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	HEAT_DAAF5_REV	hmm/per_domain/HEAT_DAAF5_REVISION.hmm	192	364	4.335052	TIAMMAt mollusc-revised
PF28320	PF28320.1	Ig_Sema4F	Semaphorin 4F, inmunnoglobulin-like domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Ig_Sema4F_REV	hmm/per_domain/Ig_Sema4F_REVISION.hmm	74	8	1.019531	TIAMMAt mollusc-revised
PF28354	PF28354.1	Ig_SEMA7A	Semaphorin-7A-like, immunoglobulin-like domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Ig_SEMA7A_REV	hmm/per_domain/Ig_SEMA7A_REVISION.hmm	88	52	2.389893	TIAMMAt mollusc-revised
PF13516	PF13516.13	LRR_6	Leucine Rich repeat		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	LRR_6_REV	hmm/per_domain/LRR_6_REVISION.hmm	23	1194	1194.000000	TIAMMAt mollusc-revised
PF07714	PF07714.24	PK_Tyr_Ser-Thr	Protein tyrosine and serine/threonine kinase		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	PK_Tyr_Ser-Thr_REV	hmm/per_domain/PK_Tyr_Ser-Thr_REVISION.hmm	256	22588	8.980152	TIAMMAt mollusc-revised
PF08337	PF08337.18	Plexin_cytopl	Plexin cytoplasmic RasGAP domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Plexin_cytopl_REV	hmm/per_domain/Plexin_cytopl_REVISION.hmm	533	1022	6.249489	TIAMMAt mollusc-revised
PF20170	PF20170.5	Plexin_RBD	Plexin cytoplasmic RhoGTPase-binding domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Plexin_RBD_REV	hmm/per_domain/Plexin_RBD_REVISION.hmm	112	142	2.483093	TIAMMAt mollusc-revised
PF01437	PF01437.32	PSI	Plexin repeat		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	PSI_REV	hmm/per_domain/PSI_REVISION.hmm	52	2620	8.780174	TIAMMAt mollusc-revised
PF17205	PF17205.10	PSI_integrin	Integrin plexin domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	PSI_integrin_REV	hmm/per_domain/PSI_integrin_REVISION.hmm	45	638	5.777786	TIAMMAt mollusc-revised
PF24317	PF24317.2	PSI_Plexin-B	Plexin-B, PSI domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	PSI_Plexin-B_REV	hmm/per_domain/PSI_Plexin-B_REVISION.hmm	33	42	2.637817	TIAMMAt mollusc-revised
PF24479	PF24479.2	PSI_PlexinA-B	Plexin A/B, PSI domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	PSI_PlexinA-B_REV	hmm/per_domain/PSI_PlexinA-B_REVISION.hmm	27	398	8.620621	TIAMMAt mollusc-revised
PF00536	PF00536.38	SAM_1	SAM domain (Sterile alpha motif)		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	SAM_1_REV	hmm/per_domain/SAM_1_REVISION.hmm	64	10483	19.899761	TIAMMAt mollusc-revised
PF22993	PF22993.5	SAM_EPH	Ephrin receptor 1 SAM domain-like		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	SAM_EPH_REV	hmm/per_domain/SAM_EPH_REVISION.hmm	55	45	6.468201	TIAMMAt mollusc-revised
PF05217	PF05217.17	SAXO1-2	Stabilizer of axonemal microtubules 1/2		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	SAXO1-2_REV	hmm/per_domain/SAXO1-2_REVISION.hmm	474	607	8.748039	TIAMMAt mollusc-revised
PF15373	PF15373.12	SAXO5-like	Stabilizer of axonemal microtubules 5		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	SAXO5-like_REV	hmm/per_domain/SAXO5-like_REVISION.hmm	414	118	4.202454	TIAMMAt mollusc-revised
PF01403	PF01403.26	Sema	Sema domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Sema_REV	hmm/per_domain/Sema_REVISION.hmm	178	2041	9.440279	TIAMMAt mollusc-revised
PF19428	PF19428.6	Sema4F_C	Semaphorin 4F C-terminal domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Sema4F_C_REV	hmm/per_domain/Sema4F_C_REVISION.hmm	103	28	5.116699	TIAMMAt mollusc-revised
PF18020	PF18020.8	TIG_2	TIG domain found in plexin		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	TIG_2_REV	hmm/per_domain/TIG_2_REVISION.hmm	91	573	4.148689	TIAMMAt mollusc-revised
PF17960	PF17960.8	TIG_plexin	TIG domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	TIG_plexin_REV	hmm/per_domain/TIG_plexin_REVISION.hmm	88	521	3.947090	TIAMMAt mollusc-revised
PF25757	PF25757.2	TPR_DNAAF5	Dynein axonemal assembly factor 5-like, TPR repeats		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	TPR_DNAAF5_REV	hmm/per_domain/TPR_DNAAF5_REVISION.hmm	287	795	6.875095	TIAMMAt mollusc-revised
PF25609	PF25609.1	Unc5_NetrinR_N	Netrin receptor unc-5 N-terminal domain		02_neural	Neural and synaptic biology	02.5_axon_guidance	Axon guidance	Unc5_NetrinR_N_REV	hmm/per_domain/Unc5_NetrinR_N_REVISION.hmm	104	1336	4.431351	TIAMMAt mollusc-revised
PF15462	PF15462.12	Barttin	Bartter syndrome, infantile, with sensorineural deafness (Barttin)		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	Barttin_REV	hmm/per_domain/Barttin_REVISION.hmm	223	12	0.752930	TIAMMAt mollusc-revised
PF07799	PF07799.18	DUF1643	Protein of unknown function (DUF1643)		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	DUF1643_REV	hmm/per_domain/DUF1643_REVISION.hmm	133	58	2.977173	TIAMMAt mollusc-revised
PF00010	PF00010.32	HLH	Helix-loop-helix DNA-binding domain		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	HLH_REV	hmm/per_domain/HLH_REVISION.hmm	53	9798	18.440582	TIAMMAt mollusc-revised
PF00046	PF00046.36	Homeodomain	Homeodomain		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	Homeodomain_REV	hmm/per_domain/Homeodomain_REVISION.hmm	57	12536	9.441668	TIAMMAt mollusc-revised
PF14780	PF14780.12	NEPRO_N	Nucleolus and neural progenitor protein, N-terminal		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	NEPRO_N_REV	hmm/per_domain/NEPRO_N_REVISION.hmm	182	321	6.147079	TIAMMAt mollusc-revised
PF06567	PF06567.17	Neural_ProG_Cyt	Neural chondroitin sulphate proteoglycan cytoplasmic domain		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	Neural_ProG_Cyt_REV	hmm/per_domain/Neural_ProG_Cyt_REVISION.hmm	120	4	0.613281	TIAMMAt mollusc-revised
PF12533	PF12533.14	Neuro_bHLH	Neuronal helix-loop-helix transcription factor		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	Neuro_bHLH_REV	hmm/per_domain/Neuro_bHLH_REVISION.hmm	120	89	2.631866	TIAMMAt mollusc-revised
PF06809	PF06809.16	NPDC1	Neural proliferation differentiation control-1 protein (NPDC1)		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	NPDC1_REV	hmm/per_domain/NPDC1_REVISION.hmm	335	376	6.577820	TIAMMAt mollusc-revised
PF08164	PF08164.18	TRAUB	Apoptosis-antagonizing transcription factor, C-terminal		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	TRAUB_REV	hmm/per_domain/TRAUB_REVISION.hmm	83	398	2.766251	TIAMMAt mollusc-revised
PF07686	PF07686.24	V-set	Immunoglobulin V-set domain		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	V-set_REV	hmm/per_domain/V-set_REVISION.hmm	107	7832	21.656879	TIAMMAt mollusc-revised
PF06529	PF06529.17	Vert_IL3-reg_TF	Vertebrate interleukin-3 regulated transcription factor		02_neural	Neural and synaptic biology	02.6_neurodevelopment	Neurodevelopment	Vert_IL3-reg_TF_REV	hmm/per_domain/Vert_IL3-reg_TF_REVISION.hmm	332	21	0.817749	TIAMMAt mollusc-revised
